sent_id	translation_JDD	DIFF
proiel_77665	Aí, portanto, te verei; e te darei instruções prévias.	*
proiel_77666	A nossa casa inteira te saúda.	
proiel_77667	Vejo que sabes que cheguei à chácara de Túsculo no décimo sétimo dia antes das calendas de dezembro [15 de novembro].	
proiel_77668	Ali Dionísio se reuniu comigo.	*
proiel_77669	Queremos estar em Roma no décimo terceiro dia antes das calendas [19 de novembro].	*
proiel_77673	O que digo	*
proiel_88994	“queremos”,	
proiel_77674	mas, na verdade, temos a obrigação.	
proiel_77675	É o casamento de Milão.	
proiel_77676	Há alguma expectativa em torno das eleições.	
proiel_77677	Eu, ainda que [...], não lamento ter estado ausente na altercações que ouço ter havido no senado.	*
proiel_77678	Pois ou eu teria defendido o que não me agradava ou teria faltado a quem não convinha.	
proiel_77679	Mas, por hércule, gostaria que me escrevesses na medida do possível essas coisas, tanto a situação atual da república, como com que ânimo os cônsules suportam essa indisposição.	*
proiel_77680	Sou extremamente voraz e, se queres saber, tudo me é suspeito.	
proiel_77681	Dizem que o nosso amigo Crasso partiu vestido em traje militar com menos dignidade do que outrora o seu igual Lúcio Paulo, também cônsul pela segunda vez.	*
proiel_77682	O sujeito infame!	
proiel_77683	O trabalho sobre os livros de oratória foi feito com afinco por mim.	
proiel_77684	Estiveram em minhas mãos por muito tempo e muito.	*
proiel_77685	É permitido que os copies.	
proiel_77686	Peço ainda o seguinte: uma visão geral da situação presente, para que eu não chegue aí como um estrangeiro.	*
proiel_77687	O nosso amigo Vestório me informou por carta que achava que tu tinhas partido de Roma no sexto dia antes dos idos de maio [10 de maio], mais tarde do que me tinhas dito porque não te sentias bem.	*
proiel_77688	Se já te sentes melhor, fico muitíssimo contente.	
proiel_77689	Gostaria que escrevesses para a tua casa para que teus livros me sejam franqueados como se tu próprio estivesses presente, tanto os de Varrão como os demais.	
proiel_77690	Pois preciso usar algumas coisas desses livros para os que tenho em mãos; e destes, conforme espero, farei com que gostes muito.	
proiel_77691	Gostaria que tu, se tens por acaso algo de novo, sobretudo de meu irmão Quinto, em seguida, de Caio César, e se por acaso, algo de novo sobre as eleições, sobre a república (pois tu costumas farejar essas coisas engenhosamente) escrevesses para mim;	*
proiel_84990	se não tiveres nada, que escrevas alguma coisa mesmo assim.	
proiel_77692	Pois tua carta nunca me pareceu ou intempestiva ou verborrágica.	
proiel_77693	Principalmente rogo que, concluídos de modo feliz os teus assuntos e toda a tua viagem e conforme teu desejo, voltes a nós o quanto antes.	*
proiel_77694	Transmite minha saudação a Dionísio.	
proiel_77695	Cuida para que fiques bem.	
proiel_77696	Estou satisfeito com relação a Eutíquides, que, com teu velho prenome e teu novo nome, será Tito Cecílio, como é de mim e de ti juntos Dionísio Marco Pompônio.	*
proiel_77698	Muito me satisfaz, por hércules, que Eutíquides, por tua benevolência para comigo, ficou sabendo que aquela simpatia dele em meu sofrimento nem me passou despercebida na época, nem ficou sem agradecimento depois.	*
proiel_77699	Penso que tua viagem para a Ásia teve de ser realizada.	
proiel_84994	Pois nunca tu terias querido, sem uma causa muito justa, estar tão longe de tantos, dos teus seres e de tuas coisas queridíssimas e suavíssimas.	
proiel_77700	Mas a rapidez de tua volta vai expressar tua humanidade e amor para com os teus.	*
proiel_77701	Mas receio que te detenham por mais tempo o pretor Clódio com seu encanto e Pituânio, esse homem extremamente erudito, segundo dizem, e agora, na verdade, dedicado às letras gregas.	*
proiel_77702	Mas se queres ser uma boa pessoa, retorna para junto de nós na data que estabeleceste.	
proiel_77703	Te será permitido, contudo, viver com eles em Roma, quando chegarem sãos e salvos.	
proiel_77704	Tu me escreves que desejas ardentemente receber alguma carta minha.	
proiel_77705	Dei uma, e, na verdade, toda recheada de muitas coisas, à maneira de diário; mas, segundo presumo, visto que me parece que nao estiveste por muito tempo em Epiro, julgo que ela não te foi entregue.	
proiel_77706	Por outro lado, o gênero de minhas cartas para ti é, na verdade, geralmente de um tal tipo que não me agrada dar a qualquer um sem que, a respeito desse, tenha sido verificado que te entregará.	
proiel_77707	Agora recebe os assuntos romanos.	
proiel_77708	No quarto dia antes das nonas quintiles [4 de julho], Sufenas e Catão, absolvidos,	*
proiel_88999	Procílio condenado.	
proiel_77709	Disso se entende que os três areopagitas não fazem o menor caso dos subornos, das eleições, do interregno, da majestade, enfim de toda a república,	
proiel_84996	que eles não querem que um pai de família seja morto em sua própria casa, e mesmo isso, contudo, não por grande maioria;	*
proiel_84995	pois absolveram 22,	*
proiel_84997	condenaram 28.	*
proiel_77710	Públio, sem dúvida vertendo lágrimas num epílogo eloquente, movera as mentes dos juízes.	*
proiel_77711	Hortalo foi nessa causa como costuma.	
proiel_77712	Eu, nenhuma palavra;	
proiel_85013	pois minha pequenina, que agora está doente, temia ofender o espírito de Públio.	*
proiel_85013A	Terminadas essas coisas, os de Reate me levaram até sua Tempe para que eu os defendesse contra os de Interamna perante os cônsules e dez legatos, porque o lago Velino, canalizado por Mânio Cúrio mediante um corte na montanha, deságua no Nar;	*
proiel_85014	em decorrência disso, aquela famosa Rósea foi drenada e, mesmo assim,  moderadamente úmida.	*
proiel_77714	Hospedei-me na casa de Axio; E mais, ainda me levou às Sete Águas.	*
proiel_77715	Voltei a Roma por causa de Fonteio no sétimo dia antes dos idos quintiles [9 de julho].	*
proiel_85015	Fui ao teatro; primeiramente, com um grande e continuado aplauso -	*
proiel_77716	mas não te preocupes com isso,	
proiel_85016	sou um idiota, eu, que escrevi.	
proiel_77717	Em seguida o trabalho de Antifonte.	
proiel_77718	Esse tinha sido alforriado antes de aparecer em cena.	
proiel_77719	Para não te manter em suspense por mais tempo, levou a palma.	
proiel_85023	Mas nada tão fraco, nada tão sem voz, nada tão...	
proiel_85024	mas tem tu essas coisas contigo.	*
proiel_77720	Em Andrômaca, contudo, foi maior do que Astianax,	
proiel_85025	não teve ninguém igual entre os demais.	
proiel_77721	Queres saber agora acerca de Arbúscula.	
proiel_85026	Me agradou muitíssimo.	
proiel_77722	O jogos magníficos e agradáveis;	
proiel_85027	a caçada foi adiada para outra ocasião.	
proiel_77723	Me segue agora ao Campo de Marte.	
proiel_77724	A corrupção está ardendo.	
proiel_85028	“Vou expor-te a prova”:	
proiel_85029	o juro passou de um para dois terços nos idos quintiles [15 de julho]	*
proiel_77725	Dirás: “Na verdade, não me aborreço com isso.”	*
proiel_77726	O homem!	
proiel_77727	O cidadão!	
proiel_77728	Todos os recursos de César apoiam Mêmio.	
proiel_77729	Os cônsules uniram Domício com ele, num acordo que não ouso confiar a uma carta.	
proiel_77730	Pompeu está furioso,	
proiel_85031	se queixa,	
proiel_85032	dá apoio a Escauro;	
proiel_85033	mas duvida-se se é com a cara ou com o pensamento.	
proiel_85033A	Superioridade não há em nenhum;	*
proiel_85034	o dinheiro iguala a dignidade de todos.	
proiel_77732	Messala se enfraquece, não porque lhe falte ânimo ou amigos, mas porque a coligação de cônsules e Pompeu estão contra ele.	
proiel_77733	Acho que essas eleições vão se prolongar.	
proiel_77734	Os candidatos ao tribunado juraram que vão se candidatar com o arbítrio de Catão.	
proiel_77735	Cada um pôs em suas mãos quinhentos mil sestércios para que quem tivesse sido condenado por Catão os perderia e seriam repartido entre os competidores.	
proiel_77736	Estas coisas eu te escrevo na véspera do dia em que se julga que haverá eleições.	
proiel_77737	Mas se elas ocorrerem e se o carteiro não tiver partido, escreverei para ti o processo eleitoral inteiro no quinto dia antes das calendas sextiles [28 de julho]	*
proiel_77740	E se elas forem, como se julga, gratuitas, Catão sozinho terá mais poder do que todas as leis e todos os juízes.	*
proiel_77741	Méssio é defendido por mim, chamado de sua legação;	
proiel_85035	pois Ápio o tinha enviado a César como legado.	
proiel_77742	Servílio promulgou um edito para que se apresentasse.	
proiel_77743	Tem as tribus pomptina, velina, mécia.	
proiel_77744	Luta-se energicamente;	
proiel_85036	no entanto, se age suficientemente.	
proiel_77745	Em seguida fico pronto para Druso, depois para Escauro.	
proiel_77746	São preparados gloriosos títulos para os meus discursos.	
proiel_77747	Talvez venham também os cônsules designados.	
proiel_77748	Se Escauro não estiver entre eles, passará muito mal neste julgamento.	
proiel_77749	Por uma carta de meu irmão Quinto, suspeito que ele já esteja na Britânia.	
proiel_77750	Estou com o espírito em suspense na expectativa do que ele faça.	
proiel_77751	Uma coisa, na verdade, conseguimos, que podemos deduzir de muitos e grandes indícios: que nós somos muitos queridos e agradáveis a César.	
proiel_77752	Gostaria que mandasses saúde a Dionísio e pedisses a ele que te exortasse a que venhas o quanto antes, para que ele possa instruir o meu Cícero e também a mim próprio.	*
proiel_77753	Será uma prova de minhas ocupações o fato de que esta carta é pela mão de meu secretário.	
proiel_77754	Não te acuso de nada acerca da frequência de tuas cartas, mas a maioria me anuncia apenas onde estás, que são tuas, ou ainda me indicam que estás bem.	*
proiel_77755	Nesse tipo, me deleitaram principalmente duas entregues por ti quase ao mesmo tempo em Butroto;	
proiel_77756	pois eu queria saber se tinhas navegado bem.	
proiel_77757	Mas essa frequência de cartas não deleitou tanto por sua riqueza de conteúdo como por sua regularidade.	
proiel_77758	Aquela que Marco Pácio, teu hóspede, me entregou foi importante e cheia de assuntos.	*
proiel_77759	Vou, portanto, respondê-la e, na verdade, em primeiro lugar isto.	
proiel_77760	Mostrei a Pácio, tanto com palavras como com ação, que peso tinha a tua recomendação 	*
proiel_77761	E assim ele está entre meus íntimos, embora antes não me fosse conhecido.	
proiel_77762	Agora passarei ao restante.	
proiel_77763	Varrão, a respeito do qual me escreves, será encaixado em algum lugar, se houver algum lugar.	
proiel_77764	Mas tu conheces o gênero de meus diálogos.	
proiel_77765	Assim como nos de oratória, que tu pões nas nuvens, não pôde ser feita menção a ninguém por aqueles que discutem, a não ser àquele que fosse conhecido ou ouvido por eles, assim também essa discussão sobre a república que comecei eu atribui às personagens do Africano, de Filo, de Lélio e de Manílio.	
proiel_77766	Acrescentei os jovens Quinto Tubeerão, Públio Rutílio e os dois genros de Lélio, Cévola e Fânio.	*
proiel_77767	E assim pensava, visto que em cada livro uso proêmio como Aristóteles, nos que ele chama exotéricos, em fazer de modo a mencioná-lo não sem motivo, o que entendo que te agrada.	
proiel_77768	Oxalá eu apenas pudesse terminar o que comecei!	
proiel_77769	Pois, o que não foge de ti, abarquei uma obra grande e de muito tempo livre, que eu sobretudo não tenho.	*
proiel_77770	Quanto ao fato de que nos livros que louvas sentes falta da personagem de Cévola, não a eliminei ao acaso, mas fiz o mesmo que Platão, aquele nosso deus, em sua República.	
proiel_77771	Como Sócrate tivesse chegado no Pireu junto a Céfalo, velho rico e divertido, enquanto se tinha aquela primeira conversa, o velho participa da discussão;	*
proiel_85040	em seguida, depois de ele próprio ter também falado de modo muito sensato, diz que pretende ir a uma cerimônia religiosa e não volta mais.	*
proiel_77772	Creio que Platão julgou que dificilmente seria muito adequado manter por muito tempo um homem dessa idade em tão longa conversa.	
proiel_77773	Eu julguei que devia muito mais ter esse cuidado com Cévola, que tanto pela idade como pela saúde, estava naquela condição em que lembras que estava e com tais cargos que dificilmente parecia muito apropriada que ele estivesse por muitos dias na chácara tusculana de Crasso.	*
proiel_77774	E a conversa do primeiro livro não era alheia aos estudos de Cévola;	
proiel_85621	os demais livros têm uma discussão técnica, como sabes.	
proiel_77775	Eu não quis em absoluto que nela participasse aquele velho brincalhão.	
proiel_77776	Quanto ao que me escreves a respeito do assunto de Pília, cuidarei disso.	
proiel_77777	Com efeito, é, como escreves, um assunto claro pelas evidências de Aureliano,	
proiel_77778	e nesse caso vou também me gabar perante a minha Túlia.	
proiel_77779	Não estou faltando a Vestório;	
proiel_77780	pois entendo que isso te é agradável e cuido para que ele entenda.	
proiel_77781	Mas sabes quem ele é;	
proiel_77782	embora ele tenha duas pessoas bem dispostas, não há nada mais difícil.	
proiel_77783	Agora, as coisas que perguntas sobre Caio Catão.	*
proiel_77784	Sabes que ele foi absolvido pela lei Júnia e Licínia.	
proiel_85624	Eu anuncio que será absolvido pela lei Fúfia, e não com os seus defensores tão contentes quanto seus acusadores.	
proiel_77785	Ele, contudo, fez as pazes comigo e com Milão.	*
proiel_77786	Druso foi feito réu por Lucrécio.	
proiel_77787	O dia de rejeitar juízes é no quinto dia antes das nonas quintiles [3 de julho]	*
proiel_85625	Os rumores sobre Procílio não são bons; mas conheces os nossos tribunais.	
proiel_77788	Hirro está em boa relação com Domício.	
proiel_77789	O decreto do senado que estes cônsules fizeram acerca das províncias, “Qualquer coisa que doravante...”, não me parece que vai servir para alguma coisa.	
proiel_77791	Sobre o que me perguntas a respeito de Messala, não sei o que te escrevo.	
proiel_77792	Eu nunca vi candidatos tão iguais.	
proiel_77793	Conheces os recursos de Messala.	
proiel_77794	Triário tornou Escauro réu.	
proiel_77795	Se queres saber, não foi suscitada nenhuma grande simpatia, mas, mesmo assim, sua edilidade tem uma não desagradável lembrança e tem prestígio junto aos campônios pela lembrança de seu pai.	*
proiel_77796	Os outros dois, os plebeus, são assim nivelados de modo que Domício se vale de seus amigos, é ajudado por seus jogo, contudo não muito populares, Mêmio é recomendado pelos soldados de César, se apóia na influência de Pompeu.	*
proiel_77797	Se com essas coisas ele não servir, julgam que haverá alguém que adie as eleições até a chegada de César, sobretudo com Catão absolvido.	
proiel_77798	Respondi a carta de Pácio;	
proiel_77799	Agora permite te criticar, se é justo.	
proiel_77800	Pois escreves na carta que Caio Decímio me entregou, remetida de Butroto, que achas que tens de ir para a Ásia.	*
proiel_77801	Por hércules, não me parece haver nenhuma coisa em que importa tão pouco se atuas por meio de procuradores ou por ti mesmo, para que fiques ausente tantas vezes e tão longe de nós.	*
proiel_77802	Mas preferiria ter tratado essas coisas pessoalmente contigo;	*
proiel_85627	pois sem dúvida eu teria obtida alguma coisa.	
proiel_77803	Agora vou deixar essa crítica pendente.	
proiel_77804	Oxalá isto que eu disse sirva somente para a rapidez de tua volta!	*
proiel_77805	Eu te escrevo menos frequentemente porque não tenho certeza de onde estás ou onde estarás;	
proiel_85628	no entanto, achei que devia dar esta carta a esse não sei quem, porque parecia que ele ia te ver.	*
proiel_77806	Tu, já que achas que irás para a Ásia, gostaria que me informasses até que data devemos te esperar e o que fizeste em relaçaõ a Eutiquides.	
proiel_77807	Acho que tu crês que eu te escrevo mais raramente do que costumava não esquecido do meu hábito e propósito;	*
proiel_85629	mas como vejo que tuas paradas e viagens não tem nada de certo, não dei cartas a ninguém que estava partindo para Epiro nem para Atenas nem para a Ásia, a não ser a quem partia até ti próprio.	*
proiel_77808	Pois minhas cartas não são dessas que, se não forem entregues, não me causarão nenhum problema;	*
proiel_85630	elas têm tantos segredos que quase não as confio sequer nos meus secretários, com medo de que escape algo.	*
proiel_77809	Os cônsules estão envolvidos em um escândalo porque o candidato Caio Mêmio leu no senado um acordo que ele próprio e seu competidor Domício tinham feito com os cônsules, no sentido de que ambos dariam aos cônsules quarenta mil sestércios, se eles próprios fossem eleitos cônsules, se não apresentassem três áugures que dissessem ter estado presentes quando era proposta uma lei curiata que não tinha sido promulgada, e dois ex-cônsules que dissessem ter estado presentes na redação de um decreto para a regularizar as províncias consulares, ainda que, em verdade, nem sequer tivesse havido sessão do senado.	*
proiel_77810	Esse acordo, como se dizia que tinha sido feito não com palavras, mas com nomes e detalhes nos documentos de muitos, foi mostrado por Mêmio com os nomes inseridos por instigação de Pompeu.	*
proiel_77811	Aqui Ápio era o mesmo;	
proiel_77812	sem nenhum dano.	
proiel_77813	O outro desabara e claramente, eu digo, ficou no chão.	
proiel_77814	Mêmio, por sua vez, depois de romper a coalizão contra a vontade de Calvino, esfriou e ainda mais agora porque já entendemos que aquela denúncia de Mêmio desagrada sobremaneira a César.	*
proiel_77815	Nosso Messala e seu competidor Domício foram bastante generosos com o povo.	
proiel_77816	Nada agrada mais.	
proiel_77817	São cônsules certos.	
proiel_77818	Mas o senado decretou que ocorra um julgamento silencioso antes das eleições contra cada candidato, feito por jurados eleitos entre todos por sorteio.	*
proiel_77819	Grande temor dos candidatos.	
proiel_77820	Mas alguns juízes, entre estes Opímio, Veientão, Râncio, apelaram aos tribunos da plebe para não terem que julgar sem ordem do povo.	*
proiel_77822	O assunto morreu.	*
proiel_85631	As eleições adiadas por um decreto do senado até que a lei sobre o julgamento silencioso seja promulgada.	
proiel_77823	Chega o dia da lei.	
proiel_77824	Terêncio interpõe o veto.	
proiel_77825	Os cônsule, que tinham tratado aquilo com mão leve, levaram a questão ao senado.	
proiel_77826	Aqui era Abdera, e eu não me calei.	
proiel_77827	Dirás	
proiel_85632	“No entanto, tu não te aquietas?”	
proiel_77828	Perdoa-me,	
proiel_85633	dificilmente posso.	
proiel_77829	Contudo, o que há de tão ridículo?	
proiel_77830	O senado tinha decretado que as eleições não se realizassem antes que a lei fosse promulgada;	
proiel_85634	se alguém interpusesse o veto, o assunto inteiro seria reapresentado.	*
proiel_77831	A lei começou a ser apresentada levemente,	
proiel_85635	houve o veto sem relutância,	
proiel_85636	o assunto foi para o senado.	
proiel_77832	Foram de parecer sobre esse assunto que as eleições fossem realizadas o quanto antes.	*
proiel_77833	Caio Escauro, que fora absolvido naqueles poucos dias após eu ter defendido a parte dele com muito esmero, tendo perdido, devido aos anúncios de maus presságios interpostos por intermédio de Cévola, todos os dias até a véspera das calendas de outubro [30 de setembro], dia em que te escrevo esta, satisfez ao povo tribo por tribo em sus própria casa.	*
proiel_77834	Contudo, apesar de maior a generosidade dele, parece que agrada mais a daqueles que chegaram antes.	
proiel_77835	Eu desejaria ver tua cara quando lesses estas coisas;	
proiel_85637	pois com certeza não tens nenhuma esperança de que estes negócios durarão muitos dias de mercado.	
proiel_77836	Mas o senado irá se reunir hoje, isto é, nas calendas de outubro [1 de outubro];	*
proiel_85638	pois já está amanhecendo.	
proiel_77838	Ali ninguém falará livremente, exceto Ateio e Favônio;	*
proiel_85639	pois Catão está doente.	
proiel_77839	Quanto a mim, não tenhas nenhum temor; mas não te prometo nada.	
proiel_77840	Que outra coisa queres saber?	
proiel_77841	Os julgamentos, eu creio.	
proiel_77842	Druso e Escauro parecem não ter cometido nada.	
proiel_77843	Acredita-se que três candidatos serão réus,	*
proiel_85640	Domício por Mêmio,	
proiel_85641	Messala por Quinto Pompeu Rufo,	*
proiel_85642	Escauro por Triário ou por Lúcio César.	*
proiel_77844	“O que poderás dizer”, dirás, “em defesa deles?”	
proiel_77845	Que eu não viva, se sei;	
proiel_85643	na verdade, naqueles três livros que tu louvas por toda parte não encontro nada.	
proiel_77846	inteira-te do restante.	
proiel_77847	Por uma carta de meu irmão fiquei sabendo de algumas coisas incríveis sobre a afeição de César para comigo e essas coisas foram confirmadas por uma amplíssima carta do próprio César.	*
proiel_77848	Se está na expectativa do desfecho da guerra da Britânia;	
proiel_85644	pois consta que os acessos à ilha estão amuralhados com magníficas moles.	
proiel_77849	Já se soube também isso: que não há nenhuma peça de prata naquela ilha nem esperança de butim, a não ser de escravos;	*
proiel_85645	dentre esses acho que não esperas nenhuns eruditos em letras ou em músicas.	
proiel_77850	Paulo já quase cobriu a basílica no meio do foro nas mesmas antigas colunas.	
proiel_85646	Por outro lado, aquela que alugou a está tornando magnificentíssima.	
proiel_77851	O que queres?	
proiel_77852	Nada mais agradável do que aquele monumento,	
proiel_85647	nada mais majestoso.	
proiel_77853	E assim, os amigos de César, digo Ópio e eu, ainda que te arrebentes de raiva, nos temos desprendido de sessenta milhões de sestércios para aquele monumento que tu costumavas elevar com teus louvores, de modo que ampliássemos o foro e o estendêssemos até o átrio da Liberdade;	*
proiel_85648	não se podia chegar a um acordo com os particulares por uma quantia menor de dinheiro.	
proiel_77854	Realizaremos uma coisa extremamente majestosa.	
proiel_85649	Pois no Campo de Marte vamos fazer barreiras de mármore e tetos para as assembléias por tribos e as circundaremos com um pórtico elevado de modo que perfaça mil passos.	*
proiel_77855	Ao mesmo tempo se juntará ainda a esta obra a Villa Pública.	
proiel_77856	Dirás:	
proiel_85650	“Que utilidade terá para mim esse monumento?”	
proiel_85650A	Mas para que nos preocuparmos com isso?	*
proiel_85650B	Tens os assuntos romanos.	*
proiel_77858	Pois não acho que queiras saber acerca do censo, que já é coisa sem esperança, ou acerca dos julgamentos que ocorrem de acordo com a lei Clódia.	*
proiel_77859	*** agora, para que tenhas uma opinião dos assuntos, é preciso aguentar.	*
proiel_77860	Queres saber como eu tenho me portado.	
proiel_77861	Com firmeza e independência.	
proiel_77863	“Ele”, dirás, “como estava aguentando?”	
proiel_77864	De um modo humano, ele achava que devia ser considerada para ele a razão de minha dignidade, até que me satisfizesse.	*
proiel_77865	Como então foi absolvido?	
proiel_77866	Sem dúvida da proa à popa,	*
proiel_77867	a incrível infantilidade dos acusadores, isto é, de Lúcio Lêntulo, filho de Lúcio, que todos murmuram ter prevaricado,	*
proiel_85652	em seguida a extraordinária influência de Pompeu,	
proiel_85653	a sordidez dos juízes.	
proiel_77868	E, no entanto, 32 condenaram,	*
proiel_85654	38 absolveram.	*
proiel_77869	Os demais julgamentos estão pendentes.	
proiel_77870	Ainda não está completamente livre.	
proiel_77871	Dirás:	
proiel_85655	“E tu, como suportas isso?”	
proiel_77872	Muito bem, por hércules e nisso eu me amo muito.	*
proiel_77873	Perdemos, meu Pompônio, não só toda a substância e o sangue, mas também a cor e a aparência antiga da cidade.	
proiel_77874	Não há nenhuma república que me deleite, na qual eu esteja tranquilo.	
proiel_77875	“E isso então”, dirás, “suportas facilmente?”	*
proiel_77876	Mesmo isso.	
proiel_85656	Pois lembro quão bela foi a cidade durante o pouco tempo, quando nós a governávamos, que agradecimento me foi feito.	
proiel_77877	Nenhuma dor me angustia pelo fato de que uma única pessoa tem todo o poder;	
proiel_85657	estão cheios de raiva os que sofreram que eu tinha algum poder.	
proiel_77878	Muitas coisas me dão consolo, e eu, contudo, não me afasto de minha posição, e a vida que é principalmente adequada à minha natureza, volto a ela, às letras e aos nossos estudos.	*
proiel_77879	Me consolo do trabalho de discursar com o deleite da oratória.	
proiel_85658	A minha casa e minhas chácaras no campo me deleitam.	
proiel_85659	Não lembro de onde caí, mas de onde me levantei.	
proiel_77880	Se tiver comigo meu irmão a ti, por mim que esses sejam arrastados pelos pés;	*
proiel_85660	convosco posso filosofar.	
proiel_77881	Aquele lugar de meu espírito onde outrora habitava a cólera, se calejou.	
proiel_85661	Desde que as coisas particulares e doméstica me deleitem,	*
proiel_77882	verás uma tranquilidade admirável;	
proiel_85662	uma boa parte dela, por hércules, está em teu retorno.	*
proiel_85663	Pois não há na terra ninguém com sentimentos que estão tão de acordo comigo.	
proiel_77883	Mas inteira-te de outras coisas.	
proiel_77884	A situação flui para um interregno e há algum cheiro de ditadura, muita conversa, na verdade;	
proiel_85664	que até mesmo tem servido de ajuda a Gabínio diante de juízes fracos.	
proiel_77885	Todos os candidatos consulares acusados de corrupção.	
proiel_77886	Junta-se também Gabínio, a quem Públio Sula, não duvidando de que ele estaria fora, tinha demandado, com Torquato discursando contra e nada obtendo.	*
proiel_77887	Mas todos serão absolvidos, e daqui em diante ninguém será condenado a não ser quem matar um homem.	*
proiel_77888	Isso, contudo, está sendo tratado muito seriamente,	
proiel_85665	por isso as delações estão quentes.	*
proiel_77889	Marco Fúlvio Nobilior foi condenado;	*
proiel_85666	muitos outros, polidos, nem sequer respondem.	
proiel_77890	Que outra novidade?	
proiel_77891	Sim.	
proiel_77892	Absolvido Gabínio, outros juízes, cheios de cólera, condenaram uma hora depois um não sei que Antíoco Gabínio, dos pintores de Sópolis, liberto, assitente de Gabínio, pela lei Pápia.	
proiel_77893	E assim disse imediatamente [...]	*
proiel_77895	Pomptino quer celebrar seu triunfo no quarto dia antes das nonas de novembro [2 de novembro].	*
proiel_77896	Para impedi-lo, os pretores Catão e Servílio e o tribuno Múcio diante da porta.	*
proiel_77897	Pois dizem que não foi dada uma lei autorizando, e, por hércules, foi dada de uma forma absurda.	
proiel_77898	Mas o cônsul Ápio estará com Pomptino.	
proiel_77899	Catão, no entanto, afirma que, enquanto estiver vivo, ele não celebrará o triunfo.	
proiel_77900	Isso eu acho, como muitas coisas suas, não vai dar em nada.	
proiel_77901	Ápio pensa em ira à Cilícia sem lei autorizando, às suas próprias expensas.	
proiel_77902	No nono dia antes das calendas de novembro [24 de outubro] recebi cartas de meu irmão Quinto e de César, remetidas das costas próximas da Britânia no sexto dia antes das calendas de outubro [26 de setembro]	*
proiel_77906	Derrotada a Britânia, tomados os reféns, sem nenhum butim, mas ordenado um tributo, estão retirando o exército da Britânia.	*
proiel_77907	Quinto Pílio já partiu para junto de César.	*
proiel_77908	Tu, se há em ti uma afeição para conosco ou para com os teus ou alguma sinceridade ou se ainda és inteligente e pensas em desfrutar de tuas comodidades, já deves estar vindo e perto.	*
proiel_77909	Sem ti, por hércules, não fico com o espírito tanquilo;	*
proiel_85668	há, porém, alguma coisa de surpreendente que eu sinta falta de ti, eu, que sinto tanta falta de Dionísio?	
proiel_77910	Na verdade, o exigiremos de ti, quando chegar o dia, eu e meu Cícero.	
proiel_77911	Eu tenho a última carta de ti, remetida de Éfeso, no quinto dia antes dos idos sextiles [9 de agosto].	*
proiel_77912	Ó carta tua esperada por mim!	
proiel_77913	Ó grata chegada!	
proiel_77914	Ó constância de tua promessa e admirável fidelidade!	
proiel_77915	Ó amável navegação!	
proiel_77916	Que grande medo eu tinha, por hércules, lembrando as mantas de couro de tua anterior travessia.	*
proiel_77917	Mas, se não me engano, te verei mais logo do que escreves.	
proiel_77918	Pois creio que achaste que tuas mulheres estão em Apúlia;	
proiel_77919	se isso não for assim, o que te reterá em Apúlia?	
proiel_77920	Por acaso deves dar uns dias a Vestório e tornar a experimentar, após um intervalo, aquele aticismo latino?	*
proiel_77920A	Por que não voas para cá e vens ver as mondaduras de nossa legítima república?	*
proiel_77920B	Vê os dinheiros divididos abertamente tribo por tribo em um único lugar antes das eleições, vê Gabínio absolvido, sente o cheiro da ditadura, desfruta da suspensão das atividades públicas e da licenciosidade de todas as coisas.	*
proiel_77920C	Observa o equilíbrio de meu espírito e a minha chacota e desprezo da décima segunta parte da herança de Selício e, por hércules, minha suavíssima união com César;	*
proiel_77920D	pois esta é a única tábua que me deleita neste naufrágio.	*
proiel_77920E	De que modo ele, na verdade, bons deuses, trata com honra, dignidade, distinção o meu e o teu querido Quinto!	*
proiel_77924	Não o trataria de outro modo, se eu fosse um general.	
proiel_77925	Lhe foi justamente oferecida a opção de escolher uma legião de inverno, conforme Quinto me escreve.	*
proiel_77926	Tu não amarias este homem?	
proiel_77927	A quem destes então?	
proiel_77928	Mas olha,	*
proiel_77929	eu tinha escrito a ti que sou legado de Pompeu e que, na verdade, estarei fora da cidade a partir dos idos de janeiro [13 de janeiro]?	*
proiel_77930	Me pareceu que isto me quadra para muitas coisas.	
proiel_77931	Mas o que mais?	
proiel_77932	O restante, na minha opinião, pessoalmente, para que tu, contudo, esperes algo.	
proiel_77933	Muita saúde para Dionísio; para ele, na verdade, eu não só conservei, mas também construí um lugar.	
proiel_77934	O que queres?	
proiel_77935	À minha imensa alegria que tomo por teu regresso a sua vinda acrescenta um grande montão.	*
proiel_77936	No dia em que vieres, tu, se tens afeição por mim, que permaneças em minha casa com os teus.	*
proiel_77937	Eu realmente vi o teu ânimo na partida e eu próprio sou testemunha do meu;	
proiel_77938	por isso deverás pôr mais empenho em que não se faça nenhum decreto novo, para que esta nossa saudade não dure mais de um ano.	
proiel_77939	Quanto a Ânio Saturnino, cuidaste bem.	
proiel_77940	Quanto às garantias, te peço, que, enquanto estiveres em Roma, tu as dês;	
proiel_77941	e há também algumas garantias relativas a vendas, como a dos prédios de Mênio ou de Atílio.	
proiel_77942	Quanto a Ópio, foi feito conforme eu quis, principalmente porque abriste um crédito de 800 mil sestécios;	*
proiel_77943	e este, na verdade, eu quero que, em todo o caso, seja pago até mesmo por um empréstimo feito, sem que se espere o pagamento completo das dívidas para comigo.	
