sentence_id	sentence	text_JDD	translation_JDD	norm_sentence	norm_text	isSameText
14228	et praedicabitur hoc evangelium regni in universo orbe in testimonium omnibus gentibus			et praedicabitur hoc euangelium regni in uniuerso orbe in testimonium omnibus gentibus		FALSE
14229	et tunc veniet consummatio			et tunc ueniet consummatio		FALSE
14230	cum ergo videritis abominationem desolationis quae dicta est a Danihelo propheta stantem in loco sancto qui legit intellegat tunc qui in Iudaea sunt fugiant ad montes			cum ergo uideritis abominationem desolationis quae dicta est a danihelo propheta stantem in loco sancto qui legit intellegat tunc qui in iudaea sunt fugiant ad montes		FALSE
14232	et qui in tecto non descendat tollere aliquid de domo sua			et qui in tecto non descendat tollere aliquid de domo sua		FALSE
14233	et qui in agro non revertatur tollere tunicam suam			et qui in agro non reuertatur tollere tunicam suam		FALSE
14234	vae autem praegnatibus et nutrientibus in illis diebus orate autem ut non fiat fuga vestra hieme vel sabbato			uae autem praegnatibus et nutrientibus in illis diebus orate autem ut non fiat fuga uestra hieme uel sabbato		FALSE
14235	erit enim tunc tribulatio magna qualis non fuit ab initio mundi usque modo ne que fiet			erit enim tunc tribulatio magna qualis non fuit ab initio mundi usque modo neque fiet		FALSE
14236	et nisi breviati fuissent dies illi non fieret salva omnis caro			et nisi breuiati fuissent dies illi non fieret salua omnis caro		FALSE
14237	sed propter electos breviabuntur dies illi			sed propter electos breuiabuntur dies illi		FALSE
14238	tunc si quis vobis dixerit ecce hic Christus aut illic nolite credere			tunc si quis uobis dixerit ecce hic christus aut illic nolite credere		FALSE
14241	surgent enim pseudochristi et pseudoprophetae			surgent enim pseudochristi et pseudoprophetae		FALSE
14242	et dabunt signa magna et prodigia ita ut in errorem inducantur si fieri potest etiam electi			et dabunt signa magna et prodigia ita ut in errorem inducantur si fieri potest etiam electi		FALSE
14243	ecce praedixi vobis			ecce praedixi uobis		FALSE
14244	si ergo dixerint vobis ecce in deserto est nolite exire			si ergo dixerint uobis ecce in deserto est nolite exire		FALSE
62971	ecce in penetrabilibus			ecce in penetrabilibus		FALSE
62972	nolite credere			nolite credere		FALSE
14246	sicut enim fulgur exit ab oriente et paret usque in occidente ita erit et adventus Filii hominis			sicut enim fulgur exit ab oriente et paret usque in occidente ita erit et aduentus filii hominis		FALSE
14248	ubicumque fuerit corpus illuc congregabuntur aquilae			ubicumque fuerit corpus illuc congregabuntur aquilae		FALSE
14249	statim autem post tribulationem dierum illorum sol obscurabitur et luna non dabit lumen suum et stellae cadent de caelo et virtutes caelorum commovebuntur			statim autem post tribulationem dierum illorum sol obscurabitur et luna non dabit lumen suum et stellae cadent de caelo et uirtutes caelorum commouebuntur		FALSE
14250	et tunc parebit signum Filii hominis in caelo			et tunc parebit signum filii hominis in caelo		FALSE
14251	et tunc plangent omnes tribus terrae			et tunc plangent omnes tribus terrae		FALSE
14252	et videbunt Filium hominis venientem in nubibus caeli cum virtute multa et maiestate			et uidebunt filium hominis uenientem in nubibus caeli cum uirtute multa et maiestate		FALSE
14253	et mittet angelos suos cum tuba et voce magna			et mittet angelos suos cum tuba et uoce magna		FALSE
14254	et congregabunt electos eius a quattuor ventis a summis caelorum usque ad terminos eorum			et congregabunt electos eius a quattuor uentis a summis caelorum usque ad terminos eorum		FALSE
14255	ab arbore autem fici discite parabolam			ab arbore autem fici discite parabolam		FALSE
14256	cum iam ramus eius tener fuerit et folia nata scitis quia prope est aestas			cum iam ramus eius tener fuerit et folia nata scitis quia prope est aestas		FALSE
14257	ita et vos cum videritis haec omnia scitote quia prope est in ianuis			ita et uos cum uideritis haec omnia scitote quia prope est in ianuis		FALSE
14258	amen dico vobis quia non praeteribit haec generatio donec omnia haec fiant			amen dico uobis quia non praeteribit haec generatio donec omnia haec fiant		FALSE
47562	caelum et terra transibunt			caelum et terra transibunt		FALSE
47563	verba vero mea non praeteribunt			uerba uero mea non praeteribunt		FALSE
14260	de die autem illa et hora nemo scit ne que angeli caelorum nisi Pater solus			de die autem illa et hora nemo scit neque angeli caelorum nisi pater solus		FALSE
14261	sicut autem in diebus Noe ita erit et adventus Filii hominis			sicut autem in diebus noe ita erit et aduentus filii hominis		FALSE
14262	sicut enim erant in diebus ante diluvium comedentes et bibentes nubentes et nuptum tradentes usque ad eum diem quo introivit in arcam Noe et non cognoverunt donec venit diluvium et tulit omnes ita erit et adventus Filii hominis			sicut enim erant in diebus ante diluuium comedentes et bibentes nubentes et nuptum tradentes usque ad eum diem quo introiuit in arcam noe et non cognouerunt donec uenit diluuium et tulit omnes ita erit et aduentus filii hominis		FALSE
14264	tunc duo erunt in agro			tunc duo erunt in agro		FALSE
14265	unus adsumetur et unus relinquetur			unus adsumetur et unus relinquetur		FALSE
14266	duae molentes in mola			duae molentes in mola		FALSE
14267	una adsumetur et una relinquetur			una adsumetur et una relinquetur		FALSE
14268	vigilate ergo quia nescitis qua hora Dominus vester venturus sit			uigilate ergo quia nescitis qua hora dominus uester uenturus sit		FALSE
14269	illud autem scitote quoniam si sciret pater familias qua hora fur venturus esset vigilaret utique et non sineret perfodiri domum suam			illud autem scitote quoniam si sciret pater familias qua hora fur uenturus esset uigilaret utique et non sineret perfodiri domum suam		FALSE
14270	ideo que et vos estote parati quia qua nescitis hora Filius hominis venturus est			ideoque et uos estote parati quia qua nescitis hora filius hominis uenturus est		FALSE
14272	quis putas est fidelis servus et prudens quem constituit dominus suus supra familiam suam ut det illis cibum in tempore			quis putas est fidelis seruus et prudens quem constituit dominus suus supra familiam suam ut det illis cibum in tempore		FALSE
14273	beatus ille servus quem cum venerit dominus eius invenerit sic facientem			beatus ille seruus quem cum uenerit dominus eius inuenerit sic facientem		FALSE
14274	amen dico vobis quoniam super omnia bona sua constituet eum			amen dico uobis quoniam super omnia bona sua constituet eum		FALSE
14275	si autem dixerit malus servus ille in corde suo moram facit dominus meus venire et coeperit percutere conservos suos manducet autem et bibat cum ebriis veniet dominus servi illius in die qua non sperat et hora qua ignorat et dividet eum partem que eius ponet cum hypocritis			si autem dixerit malus seruus ille in corde suo moram facit dominus meus uenire et coeperit percutere conseruos suos manducet autem et bibat cum ebriis ueniet dominus serui illius in die qua non sperat et hora qua ignorat et diuidet eum partemque eius ponet cum hypocritis		FALSE
14280	illic erit fletus et stridor dentium			illic erit fletus et stridor dentium		FALSE
14281	tunc simile erit regnum caelorum decem virginibus			tunc simile erit regnum caelorum decem uirginibus		FALSE
14282	quae accipientes lampadas suas exierunt obviam sponso et sponsae			quae accipientes lampadas suas exierunt obuiam sponso et sponsae		FALSE
14283	quinque autem ex eis erant fatuae et quinque prudentes			quinque autem ex eis erant fatuae et quinque prudentes		FALSE
14284	sed quinque fatuae acceptis lampadibus non sumpserunt oleum se cum			sed quinque fatuae acceptis lampadibus non sumpserunt oleum se cum		FALSE
14285	prudentes vero acceperunt oleum in vasis suis cum lampadibus			prudentes uero acceperunt oleum in uasis suis cum lampadibus		FALSE
14286	moram autem faciente sponso dormitaverunt omnes et dormierunt			moram autem faciente sponso dormitauerunt omnes et dormierunt		FALSE
14287	media autem nocte clamor factus est			media autem nocte clamor factus est		FALSE
47564	ecce sponsus venit			ecce sponsus uenit		FALSE
47565	exite obviam ei			exite obuiam ei		FALSE
14289	tunc surrexerunt omnes virgines illae et ornaverunt lampades suas			tunc surrexerunt omnes uirgines illae et ornauerunt lampades suas		FALSE
14290	fatuae autem sapientibus dixerunt			fatuae autem sapientibus dixerunt		FALSE
14291	date nobis de oleo vestro quia lampades nostrae extinguntur			date nobis de oleo uestro quia lampades nostrae extinguntur		FALSE
14292	responderunt prudentes dicentes			responderunt prudentes dicentes		FALSE
14293	ne forte non sufficiat nobis et vobis ite potius ad vendentes et emite vobis			ne forte non sufficiat nobis et uobis ite potius ad uendentes et emite uobis		FALSE
14294	dum autem irent emere venit sponsus			dum autem irent emere uenit sponsus		FALSE
14295	et quae paratae erant intraverunt cum eo ad nuptias et clausa est ianua			et quae paratae erant intrauerunt cum eo ad nuptias et clausa est ianua		FALSE
14296	novissime veniunt et reliquae virgines dicentes			nouissime ueniunt et reliquae uirgines dicentes		FALSE
14297	domine domine aperi nobis			domine domine aperi nobis		FALSE
14298	at ille respondens ait			at ille respondens ait		FALSE
47566	amen dico vobis			amen dico uobis		FALSE
47567	nescio vos			nescio uos		FALSE
14300	vigilate itaque quia nescitis diem ne que horam			uigilate itaque quia nescitis diem neque horam		FALSE
14301	sicut enim homo proficiscens vocavit servos suos et tradidit illis bona sua et uni dedit quinque talenta alii autem duo alii vero unum unicuique secundum propriam virtutem et profectus est statim			sicut enim homo proficiscens uocauit seruos suos et tradidit illis bona sua et uni dedit quinque talenta alii autem duo alii uero unum unicuique secundum propriam uirtutem et profectus est statim		FALSE
14304	abiit autem qui quinque talenta acceperat et operatus est in eis et lucratus est alia quinque			abiit autem qui quinque talenta acceperat et operatus est in eis et lucratus est alia quinque		FALSE
14305	similiter qui duo acceperat lucratus est alia duo			similiter qui duo acceperat lucratus est alia duo		FALSE
14306	qui autem unum acceperat abiens fodit in terra et abscondit pecuniam domini sui			qui autem unum acceperat abiens fodit in terra et abscondit pecuniam domini sui		FALSE
14307	post multum vero temporis venit dominus servorum illorum et posuit rationem cum eis			post multum uero temporis uenit dominus seruorum illorum et posuit rationem cum eis		FALSE
14308	et accedens qui quinque talenta acceperat obtulit alia quinque talenta dicens			et accedens qui quinque talenta acceperat obtulit alia quinque talenta dicens		FALSE
47568	domine quinque talenta mihi tradidisti			domine quinque talenta mihi tradidisti		FALSE
47569	ecce alia quinque superlucratus sum			ecce alia quinque superlucratus sum		FALSE
14310	ait illi dominus eius			ait illi dominus eius		FALSE
14311	euge bone serve et fidelis			euge bone serue et fidelis		FALSE
47570	quia super pauca fuisti fidelis super multa te constituam			quia super pauca fuisti fidelis super multa te constituam		FALSE
47571	intra in gaudium domini tui			intra in gaudium domini tui		FALSE
14313	accessit autem et qui duo talenta acceperat et ait			accessit autem et qui duo talenta acceperat et ait		FALSE
47572	domine duo talenta tradidisti mihi			domine duo talenta tradidisti mihi		FALSE
47573	ecce alia duo lucratus sum			ecce alia duo lucratus sum		FALSE
14315	ait illi dominus eius			ait illi dominus eius		FALSE
14316	euge serve bone et fidelis			euge serue bone et fidelis		FALSE
47574	quia super pauca fuisti fidelis supra multa te constituam			quia super pauca fuisti fidelis supra multa te constituam		FALSE
47575	intra in gaudium domini tui			intra in gaudium domini tui		FALSE
14318	accedens autem et qui unum talentum acceperat ait			accedens autem et qui unum talentum acceperat ait		FALSE
14319	domine scio quia homo durus es			domine scio quia homo durus es		FALSE
62974	metis ubi non seminasti et congregas ubi non sparsisti			metis ubi non seminasti et congregas ubi non sparsisti		FALSE
14320	et timens abii et abscondi talentum tuum in terra			et timens abii et abscondi talentum tuum in terra		FALSE
14321	ecce habes quod tuum est			ecce habes quod tuum est		FALSE
14322	respondens autem dominus eius dixit ei			respondens autem dominus eius dixit ei		FALSE
14323	serve male et piger sciebas quia meto ubi non semino et congrego ubi non sparsi			serue male et piger sciebas quia meto ubi non semino et congrego ubi non sparsi		FALSE
14324	oportuit ergo te mittere pecuniam meam nummulariis et veniens ego recepissem utique quod meum est cum usura			oportuit ergo te mittere pecuniam meam nummulariis et ueniens ego recepissem utique quod meum est cum usura		FALSE
14325	tollite itaque ab eo talentum et date ei qui habet decem talenta			tollite itaque ab eo talentum et date ei qui habet decem talenta		FALSE
14326	omni enim habenti dabitur et abundabit			omni enim habenti dabitur et abundabit		FALSE
14327	ei autem qui non habet et quod videtur habere auferetur ab eo			ei autem qui non habet et quod uidetur habere auferetur ab eo		FALSE
14328	et inutilem servum eicite in tenebras exteriores			et inutilem seruum eicite in tenebras exteriores		FALSE
14329	illic erit fletus et stridor dentium			illic erit fletus et stridor dentium		FALSE
14330	cum autem venerit Filius hominis in maiestate sua et omnes angeli cum eo tunc sedebit super sedem maiestatis suae			cum autem uenerit filius hominis in maiestate sua et omnes angeli cum eo tunc sedebit super sedem maiestatis suae		FALSE
14331	et congregabuntur ante eum omnes gentes et separabit eos ab invicem sicut pastor segregat oves ab hedis			et congregabuntur ante eum omnes gentes et separabit eos ab inuicem sicut pastor segregat oues ab hedis		FALSE
14332	et statuet oves quidem a dextris suis hedos autem a sinistris			et statuet oues quidem a dextris suis hedos autem a sinistris		FALSE
14333	tunc dicet rex his qui a dextris eius erunt			tunc dicet rex his qui a dextris eius erunt		FALSE
14334	venite benedicti Patris mei			uenite benedicti patris mei		FALSE
58313	possidete paratum vobis regnum a constitutione mundi			possidete paratum uobis regnum a constitutione mundi		FALSE
14335	esurivi enim et dedistis mihi manducare			esuriui enim et dedistis mihi manducare		FALSE
14336	sitivi et dedistis mihi bibere			sitiui et dedistis mihi bibere		FALSE
14337	hospes eram et collexistis me			hospes eram et collexistis me		FALSE
14338	nudus et operuistis me			nudus et operuistis me		FALSE
14339	infirmus et visitastis me			infirmus et uisitastis me		FALSE
14340	in carcere eram et venistis ad me			in carcere eram et uenistis ad me		FALSE
14341	tunc respondebunt ei iusti dicentes			tunc respondebunt ei iusti dicentes		FALSE
14342	Domine quando te vidimus esurientem et pavimus sitientem et dedimus tibi potum			domine quando te uidimus esurientem et pauimus sitientem et dedimus tibi potum		FALSE
14344	quando autem te vidimus hospitem et colleximus te			quando autem te uidimus hospitem et colleximus te		FALSE
14345	aut nudum et cooperuimus			aut nudum et cooperuimus		FALSE
14346	aut quando te vidimus infirmum aut in carcere et venimus ad te			aut quando te uidimus infirmum aut in carcere et uenimus ad te		FALSE
14347	et respondens rex dicet illis			et respondens rex dicet illis		FALSE
14348	amen dico vobis			amen dico uobis		FALSE
62975	quamdiu fecistis uni de his fratribus meis minimis mihi fecistis			quamdiu fecistis uni de his fratribus meis minimis mihi fecistis		FALSE
14349	tunc dicet et his qui a sinistris erunt			tunc dicet et his qui a sinistris erunt		FALSE
14350	discedite a me maledicti in ignem aeternum qui paratus est diabolo et angelis eius			discedite a me maledicti in ignem aeternum qui paratus est diabolo et angelis eius		FALSE
14351	esurivi enim et non dedistis mihi manducare			esuriui enim et non dedistis mihi manducare		FALSE
14352	sitivi et non dedistis mihi potum			sitiui et non dedistis mihi potum		FALSE
14353	hospes eram et non collexistis me			hospes eram et non collexistis me		FALSE
14354	nudus et non operuistis me			nudus et non operuistis me		FALSE
14355	infirmus et in carcere et non visitastis me			infirmus et in carcere et non uisitastis me		FALSE
14356	tunc respondebunt et ipsi dicentes			tunc respondebunt et ipsi dicentes		FALSE
14357	Domine quando te vidimus esurientem aut sitientem aut hospitem aut nudum aut infirmum vel in carcere et non ministravimus tibi			domine quando te uidimus esurientem aut sitientem aut hospitem aut nudum aut infirmum uel in carcere et non ministrauimus tibi		FALSE
14358	tunc respondebit illis dicens			tunc respondebit illis dicens		FALSE
14359	amen dico vobis			amen dico uobis		FALSE
14360	quamdiu non fecistis uni de minoribus his nec mihi fecistis			quamdiu non fecistis uni de minoribus his nec mihi fecistis		FALSE
14361	et ibunt hii in supplicium aeternum			et ibunt hii in supplicium aeternum		FALSE
14362	iusti autem in vitam aeternam			iusti autem in uitam aeternam		FALSE
14363	et factum est cum consummasset Iesus sermones hos omnes dixit discipulis suis			et factum est cum consummasset iesus sermones hos omnes dixit discipulis suis		FALSE
14365	scitis quia post biduum pascha fiet et Filius hominis tradetur ut crucifigatur			scitis quia post biduum pascha fiet et filius hominis tradetur ut crucifigatur		FALSE
14366	tunc congregati sunt principes sacerdotum et seniores populi in atrium principis sacerdotum qui dicebatur Caiaphas			tunc congregati sunt principes sacerdotum et seniores populi in atrium principis sacerdotum qui dicebatur caiaphas		FALSE
14367	et consilium fecerunt ut Iesum dolo tenerent et occiderent			et consilium fecerunt ut iesum dolo tenerent et occiderent		FALSE
14368	dicebant autem			dicebant autem		FALSE
14369	non in die festo ne forte tumultus fieret in populo			non in die festo ne forte tumultus fieret in populo		FALSE
14370	cum autem esset Iesus in Bethania in domo Simonis leprosi accessit ad eum mulier habens alabastrum unguenti pretiosi et effudit super caput ipsius recumbentis			cum autem esset iesus in bethania in domo simonis leprosi accessit ad eum mulier habens alabastrum unguenti pretiosi et effudit super caput ipsius recumbentis		FALSE
14371	videntes autem discipuli indignati sunt dicentes			uidentes autem discipuli indignati sunt dicentes		FALSE
14372	ut quid perditio haec			ut quid perditio haec		FALSE
14373	potuit enim istud venundari multo et dari pauperibus			potuit enim istud uenundari multo et dari pauperibus		FALSE
14374	sciens autem Iesus ait illis			sciens autem iesus ait illis		FALSE
14375	quid molesti estis mulieri			quid molesti estis mulieri		FALSE
14376	opus bonum operata est in me			opus bonum operata est in me		FALSE
14377	nam semper pauperes habetis vobis cum			nam semper pauperes habetis uobis cum		FALSE
14378	me autem non semper habetis			me autem non semper habetis		FALSE
14379	mittens enim haec unguentum hoc in corpus meum ad sepeliendum me fecit			mittens enim haec unguentum hoc in corpus meum ad sepeliendum me fecit		FALSE
47576	amen dico vobis			amen dico uobis		FALSE
47577	ubicumque praedicatum fuerit hoc evangelium in toto mundo dicetur et quod haec fecit in memoriam eius			ubicumque praedicatum fuerit hoc euangelium in toto mundo dicetur et quod haec fecit in memoriam eius		FALSE
14381	tunc abiit unus de duodecim qui dicitur Iudas Scarioth ad principes sacerdotum			tunc abiit unus de duodecim qui dicitur iudas scarioth ad principes sacerdotum		FALSE
14382	et ait illis			et ait illis		FALSE
14383	quid vultis mihi dare et ego vobis eum tradam			quid uultis mihi dare et ego uobis eum tradam		FALSE
14384	at illi constituerunt ei triginta argenteos			at illi constituerunt ei triginta argenteos		FALSE
14385	et exinde quaerebat oportunitatem ut eum traderet			et exinde quaerebat oportunitatem ut eum traderet		FALSE
14386	prima autem azymorum accesserunt discipuli ad Iesum dicentes			prima autem azymorum accesserunt discipuli ad iesum dicentes		FALSE
14387	ubi vis paremus tibi comedere pascha			ubi uis paremus tibi comedere pascha		FALSE
14388	at Iesus dixit			at iesus dixit		FALSE
14389	ite in civitatem ad quendam et dicite ei			ite in ciuitatem ad quendam et dicite ei		FALSE
14390	magister dicit			magister dicit		FALSE
14391	tempus meum prope est			tempus meum prope est		FALSE
62977	apud te facio pascha cum discipulis meis			apud te facio pascha cum discipulis meis		FALSE
14392	et fecerunt discipuli sicut constituit illis Iesus et paraverunt pascha			et fecerunt discipuli sicut constituit illis iesus et parauerunt pascha		FALSE
14393	vespere autem facto discumbebat cum duodecim discipulis			uespere autem facto discumbebat cum duodecim discipulis		FALSE
14394	et edentibus illis dixit			et edentibus illis dixit		FALSE
14395	amen dico vobis quia unus vestrum me traditurus est			amen dico uobis quia unus uestrum me traditurus est		FALSE
14396	et contristati valde coeperunt singuli dicere			et contristati ualde coeperunt singuli dicere		FALSE
14397	numquid ego sum Domine			numquid ego sum domine		FALSE
14398	at ipse respondens ait			at ipse respondens ait		FALSE
14399	qui intinguit me cum manum in parapside hic me tradet			qui intinguit me cum manum in parapside hic me tradet		FALSE
14400	Filius quidem hominis vadit sicut scriptum est de illo			filius quidem hominis uadit sicut scriptum est de illo		FALSE
14401	vae autem homini illi per quem Filius hominis traditur bonum erat ei si natus non fuisset homo ille			uae autem homini illi per quem filius hominis traditur bonum erat ei si natus non fuisset homo ille		FALSE
14402	respondens autem Iudas qui tradidit eum dixit			respondens autem iudas qui tradidit eum dixit		FALSE
14403	numquid ego sum rabbi			numquid ego sum rabbi		FALSE
14404	ait illi			ait illi		FALSE
14405	tu dixisti			tu dixisti		FALSE
14407	accipite et comedite			accipite et comedite		FALSE
14408	hoc est corpus meum			hoc est corpus meum		FALSE
62821	cenantibus autem eis accepit Iesus panem et benedixit ac fregit dedit que discipulis suis et ait			cenantibus autem eis accepit iesus panem et benedixit ac fregit deditque discipulis suis et ait		FALSE
14409	et accipiens calicem gratias egit			et accipiens calicem gratias egit		FALSE
14410	et dedit illis dicens			et dedit illis dicens		FALSE
14411	bibite ex hoc omnes			bibite ex hoc omnes		FALSE
14412	hic est enim sanguis meus novi testamenti qui pro multis effunditur in remissionem peccatorum			hic est enim sanguis meus noui testamenti qui pro multis effunditur in remissionem peccatorum		FALSE
14413	dico autem vobis			dico autem uobis		FALSE
14414	non bibam amodo de hoc genimine vitis usque in diem illum cum illud bibam vobis cum novum in regno Patris mei			non bibam amodo de hoc genimine uitis usque in diem illum cum illud bibam uobis cum nouum in regno patris mei		FALSE
14415	et hymno dicto exierunt in montem Oliveti			et hymno dicto exierunt in montem oliueti		FALSE
14416	tunc dicit illis Iesus			tunc dicit illis iesus		FALSE
14417	omnes vos scandalum patiemini in me in ista nocte			omnes uos scandalum patiemini in me in ista nocte		FALSE
14418	scriptum est enim			scriptum est enim		FALSE
14419	percutiam pastorem et dispergentur oves gregis			percutiam pastorem et dispergentur oues gregis		FALSE
14420	postquam autem resurrexero praecedam vos in Galilaeam			postquam autem resurrexero praecedam uos in galilaeam		FALSE
14421	respondens autem Petrus ait illi			respondens autem petrus ait illi		FALSE
14422	et si omnes scandalizati fuerint in te ego numquam scandalizabor			et si omnes scandalizati fuerint in te ego numquam scandalizabor		FALSE
14423	ait illi Iesus			ait illi iesus		FALSE
14424	amen dico tibi quia in hac nocte antequam gallus cantet ter me negabis			amen dico tibi quia in hac nocte antequam gallus cantet ter me negabis		FALSE
14425	ait illi Petrus			ait illi petrus		FALSE
14426	etiam si oportuerit me mori te cum non te negabo			etiam si oportuerit me mori te cum non te negabo		FALSE
14427	similiter et omnes discipuli dixerunt			similiter et omnes discipuli dixerunt		FALSE
14428	tunc venit Iesus cum illis in villam quae dicitur Gethsemani et dixit discipulis suis			tunc uenit iesus cum illis in uillam quae dicitur gethsemani et dixit discipulis suis		FALSE
14429	sedete hic donec vadam illuc et orem			sedete hic donec uadam illuc et orem		FALSE
14430	et adsumpto Petro et duobus filiis Zebedaei coepit contristari et maestus esse			et adsumpto petro et duobus filiis zebedaei coepit contristari et maestus esse		FALSE
14431	tunc ait illis			tunc ait illis		FALSE
14432	tristis est anima mea usque ad mortem			tristis est anima mea usque ad mortem		FALSE
14433	sustinete hic et vigilate me cum			sustinete hic et uigilate me cum		FALSE
14434	et progressus pusillum procidit in faciem suam orans et dicens			et progressus pusillum procidit in faciem suam orans et dicens		FALSE
14435	mi Pater si possibile est transeat a me calix iste			mi pater si possibile est transeat a me calix iste		FALSE
14436	verumtamen non sicut ego volo sed sicut tu			uerumtamen non sicut ego uolo sed sicut tu		FALSE
14437	et venit ad discipulos et invenit eos dormientes et dicit Petro			et uenit ad discipulos et inuenit eos dormientes et dicit petro		FALSE
14438	sic non potuistis una hora vigilare me cum			sic non potuistis una hora uigilare me cum		FALSE
14439	vigilate et orate ut non intretis in temptationem			uigilate et orate ut non intretis in temptationem		FALSE
14440	spiritus quidem promptus est caro autem infirma			spiritus quidem promptus est caro autem infirma		FALSE
14441	iterum secundo abiit et oravit dicens			iterum secundo abiit et orauit dicens		FALSE
14442	Pater mi si non potest hic calix transire nisi bibam illum fiat voluntas tua			pater mi si non potest hic calix transire nisi bibam illum fiat uoluntas tua		FALSE
14443	et venit iterum et invenit eos dormientes			et uenit iterum et inuenit eos dormientes		FALSE
14444	erant enim oculi eorum gravati			erant enim oculi eorum grauati		FALSE
14445	et relictis illis iterum abiit et oravit tertio eundem sermonem dicens			et relictis illis iterum abiit et orauit tertio eundem sermonem dicens		FALSE
14446	tunc venit ad discipulos suos et dicit illis			tunc uenit ad discipulos suos et dicit illis		FALSE
14447	dormite iam et requiescite			dormite iam et requiescite		FALSE
14448	ecce adpropinquavit hora et Filius hominis traditur in manus peccatorum			ecce adpropinquauit hora et filius hominis traditur in manus peccatorum		FALSE
14449	surgite			surgite		FALSE
14450	ecce adpropinquavit qui me tradit			ecce adpropinquauit qui me tradit		FALSE
62978	eamus			eamus		FALSE
14451	adhuc ipso loquente ecce Iudas unus de duodecim venit et cum eo turba multa cum gladiis et fustibus a principibus sacerdotum et senioribus populi			adhuc ipso loquente ecce iudas unus de duodecim uenit et cum eo turba multa cum gladiis et fustibus a principibus sacerdotum et senioribus populi		FALSE
14452	qui autem tradidit eum dedit illis signum dicens			qui autem tradidit eum dedit illis signum dicens		FALSE
14453	quemcumque osculatus fuero ipse est			quemcumque osculatus fuero ipse est		FALSE
62979	tenete eum			tenete eum		FALSE
14454	et confestim accedens ad Iesum dixit			et confestim accedens ad iesum dixit		FALSE
14456	et osculatus est eum			et osculatus est eum		FALSE
58311	have rabbi			haue rabbi		FALSE
14457	dixit que illi Iesus			dixitque illi iesus		FALSE
14458	amice ad quod venisti			amice ad quod uenisti		FALSE
14459	tunc accesserunt et manus iniecerunt in Iesum et tenuerunt eum			tunc accesserunt et manus iniecerunt in iesum et tenuerunt eum		FALSE
14460	et ecce unus ex his qui erant cum Iesu extendens manum exemit gladium suum et percutiens servum principis sacerdotum amputavit auriculam eius			et ecce unus ex his qui erant cum iesu extendens manum exemit gladium suum et percutiens seruum principis sacerdotum amputauit auriculam eius		FALSE
14461	tunc ait illi Iesus			tunc ait illi iesus		FALSE
14462	converte gladium tuum in locum suum			conuerte gladium tuum in locum suum		FALSE
14463	omnes enim qui acceperint gladium gladio peribunt			omnes enim qui acceperint gladium gladio peribunt		FALSE
14464	an putas quia non possum rogare Patrem meum et exhibebit mihi modo plus quam duodecim legiones angelorum			an putas quia non possum rogare patrem meum et exhibebit mihi modo plus quam duodecim legiones angelorum		FALSE
14465	quomodo ergo implebuntur scripturae quia sic oportet fieri			quomodo ergo implebuntur scripturae quia sic oportet fieri		FALSE
14466	in illa hora dixit Iesus turbis			in illa hora dixit iesus turbis		FALSE
14467	tamquam ad latronem existis cum gladiis et fustibus conprehendere me			tamquam ad latronem existis cum gladiis et fustibus conprehendere me		FALSE
14468	cotidie apud vos sedebam docens in templo et non me tenuistis			cotidie apud uos sedebam docens in templo et non me tenuistis		FALSE
14469	hoc autem totum factum est ut implerentur scripturae prophetarum			hoc autem totum factum est ut implerentur scripturae prophetarum		FALSE
14470	tunc discipuli omnes relicto eo fugerunt			tunc discipuli omnes relicto eo fugerunt		FALSE
14471	at illi tenentes Iesum duxerunt ad Caiaphan principem sacerdotum ubi scribae et seniores convenerant			at illi tenentes iesum duxerunt ad caiaphan principem sacerdotum ubi scribae et seniores conuenerant		FALSE
14472	Petrus autem sequebatur eum a longe usque in atrium principis sacerdotum			petrus autem sequebatur eum a longe usque in atrium principis sacerdotum		FALSE
14473	et ingressus intro sedebat cum ministris ut videret finem			et ingressus intro sedebat cum ministris ut uideret finem		FALSE
14474	principes autem sacerdotum et omne concilium quaerebant falsum testimonium contra Iesum ut eum morti traderent			principes autem sacerdotum et omne concilium quaerebant falsum testimonium contra iesum ut eum morti traderent		FALSE
14475	et non invenerunt cum multi falsi testes accessissent			et non inuenerunt cum multi falsi testes accessissent		FALSE
14476	novissime autem venerunt duo falsi testes et dixerunt			nouissime autem uenerunt duo falsi testes et dixerunt		FALSE
14477	hic dixit			hic dixit		FALSE
14478	possum destruere templum Dei et post triduum aedificare illud			possum destruere templum dei et post triduum aedificare illud		FALSE
14479	et surgens princeps sacerdotum ait illi			et surgens princeps sacerdotum ait illi		FALSE
14480	nihil respondes ad ea quae isti adversum te testificantur			nihil respondes ad ea quae isti aduersum te testificantur		FALSE
14481	Iesus autem tacebat			iesus autem tacebat		FALSE
14482	et princeps sacerdotum ait illi			et princeps sacerdotum ait illi		FALSE
14483	adiuro te per Deum vivum ut dicas nobis si tu es Christus Filius Dei			adiuro te per deum uiuum ut dicas nobis si tu es christus filius dei		FALSE
14484	dicit illi Iesus			dicit illi iesus		FALSE
14485	tu dixisti			tu dixisti		FALSE
14486	verumtamen dico vobis			uerumtamen dico uobis		FALSE
62980	amodo videbitis Filium hominis sedentem a dextris virtutis et venientem in nubibus caeli			amodo uidebitis filium hominis sedentem a dextris uirtutis et uenientem in nubibus caeli		FALSE
