sentence_id	sentence	ref	latintext	translation	translator	sent_order	norm_sentence	norm_text	sameEdition
78706	Magnus enim praetextatus illo die fui	Cic.Att.6.1.22	Magnus enim praetextatus illo die fui.	pois fui Magno aquele dia com a toga pretexta.	José Dejalma Dezotti	4999	magnus enim praetextatus illo die fui	magnus enim praetextatus illo die fui	TRUE
78707	habes ad omnia	Cic.Att.6.1.22	Habes ad omnia;	Tens tudo;	José Dejalma Dezotti	5000	habes ad omnia	habes ad omnia	TRUE
78708	non ut postulasti χρύσεα χαλκείων sed paria paribus respondimus	Cic.Att.6.1.22	non, ut postulasti, “χρύσεα χαλκείων” sed paria paribus respondimus.	não, como pediste, “ouro por bronze”, mas respondemos ponto por ponto.	José Dejalma Dezotti	5001	non ut postulasti χρσεα χαλκείων sed paria paribus respondimus	non ut postulasti χρσεα χαλκεων sed paria paribus respondimus	FALSE
78709	ecce autem alia pusilla epistula quam non relinquam ἀναντιφώνητον	Cic.Att.6.1.23	**23** Ecce autem alia pusilla epistula, quam non relinquam ἀναντιφώνητον.	**23** Eis, porém, outra pequena carta, que não deixarei *sem resposta*.	José Dejalma Dezotti	5002	ecce autem alia pusilla epistula quam non relinquam ναντιφνητον	ecce autem alia pusilla epistula quam non relinquam ναντιφνητον	TRUE
78711	et velim scire qui sit eius status	Cic.Att.6.1.23	et uelim scire qui sit eius status.	e eu queria saber qual é a situação dele.	José Dejalma Dezotti	5003	et uelim scire qui sit eius status	et uelim scire qui sit eius status	TRUE
78712	Lentulum quidem nostrum omnia praeter Tusculanum proscripsisse audio	Cic.Att.6.1.23	Lentulum quidem nostrum \*\*\* praeter Tusculanum proscripsisse audio.	Ouço, na verdade, que o nosso amigo Lêntulo pôs \[tudo\] à venda, exceto a chácara de Túsculo.	José Dejalma Dezotti	5004	lentulum quidem nostrum omnia praeter tusculanum proscripsisse audio	lentulum quidem nostrum \\\ praeter tusculanum proscripsisse audio	FALSE
78713	cupio hos expeditos videre	Cic.Att.6.1.23	Cupio hos expeditos uidere,	Desejo vê-los desembaraçados,	José Dejalma Dezotti	5005	cupio hos expeditos uidere	cupio hos expeditos uidere	TRUE
85925	cupio etiam Sestium	Cic.Att.6.1.23	cupio etiam Sestium,	desejo também a Séstio,	José Dejalma Dezotti	5006	cupio etiam sestium	cupio etiam sestium	TRUE
85928	adde si s Caelium	Cic.Att.6.1.23	adde sis Caelium;	acrescenta, se queres, Célio;	José Dejalma Dezotti	5007	adde sis caelium	adde sis caelium	TRUE
85927	in quibus omnibus est αἴδεσθεν μὲν ἀνήνασθαι, δεῖσαν δ᾽ ὑποδέχθαι.	Cic.Att.6.1.23	in quibus omnibus est “αἴδεσθεν μὲν ἀνήνασθαι, δεῖσαν δ' ὑποδέχθαι”.	em todos esses há “*vergonha em recusar, temor em aceitar*”.	José Dejalma Dezotti	5008	in quibus omnibus est αδεσθεν μν νήνασθαι δεσαν δ ποδέχθαι	in quibus omnibus est αδεσθεν μν ννασθαι δεσαν δ ποδχθαι	FALSE
85929	de Memmio restituendo ut Curio cogitet te audisse puto	Cic.Att.6.1.23	De Memmio restituendo ut Curio cogitet te audisse puto.	Sobre a restituição de Mêmio acho que ouviste como Curião pensa fazê-lo.	José Dejalma Dezotti	5009	de memmio restituendo ut curio cogitet te audisse puto	de memmio restituendo ut curio cogitet te audisse puto	TRUE
78714	de Egnati Sidicini nomine ne c nulla ne c magna spe sumus	Cic.Att.6.1.23	De Egnati Sidicini nomine nec nulla nec magna spe sumus.	Sobre a dívida de Egnácio Sidicino estamo com alguma, não grande esperança.	José Dejalma Dezotti	5010	de egnati sidicini nomine nec nulla nec magna spe sumus	de egnati sidicini nomine nec nulla nec magna spe sumus	TRUE
78715	Pinarium quem mihi commendas diligentissime Deiotarus curat graviter aegrum	Cic.Att.6.1.23	Pinarium, quem mihi commendas, diligentissime Deiotarus curat grauiter aegrum.	A Pinário, que me recomendas, gravemente doente, Dejótaro cuida dele com o maior empenho.	José Dejalma Dezotti	5011	pinarium quem mihi commendas diligentissime deiotarus curat grauiter aegrum	pinarium quem mihi commendas diligentissime deiotarus curat grauiter aegrum	TRUE
78716	respondi etiam minori	Cic.Att.6.1.23	Respondi etiam minori.	Respondi também a mais curta.	José Dejalma Dezotti	5012	respondi etiam minori	respondi etiam minori	TRUE
78717	tu velim dum ero Laodiceae id est ad Idus Maias quam saepissime me cum per litteras colloquare et cum Athenas veneris iam enim sciemus de rebus urbanis de provinciis quae omnia in mensem Martium sunt conlata utique ad me tabellarios mittas	Cic.Att.6.1.24	**24** Tu uelim dum ero Laodiceae, id est ad Id. Mai., quam saepissime mecum per litteras colloquare et cum Athenas ueneris (iam enim sciemus de rebus urbanis, de prouinciis, quae omnia in mensem Martium sunt collata) utique ad me tabellarios mittas.	**24** Queria que tu, enquanto eu estiver em Laodicéia, isto é, até os idos de maio \[15 de maio\] falasse comigo por cartas o mais frequentemente possível e, quando vieres a Atenas (pois já saberemos sobre os assuntos urbanos, sobre as províncias, tudo que foi aprazado para o mês de março), me envies sobretudo carteiros.	José Dejalma Dezotti	5013	tu uelim dum ero laodiceae id est ad idus maias quam saepissime me cum per litteras colloquare et cum athenas ueneris iam enim sciemus de rebus urbanis de prouinciis quae omnia in mensem martium sunt conlata utique ad me tabellarios mittas	tu uelim dum ero laodiceae id est ad id mai quam saepissime mecum per litteras colloquare et cum athenas ueneris iam enim sciemus de rebus urbanis de prouinciis quae omnia in mensem martium sunt collata utique ad me tabellarios mittas	FALSE
78720	in quo ut audio magnum odium Pompei suscepistis	Cic.Att.6.1.25	In quo, ut audio, magnum odium Pompei suscepistis;	Com isso, conforme ouço, atraístes um grande ódio de Pompeu;	José Dejalma Dezotti	5014	in quo ut audio magnum odium pompei suscepistis	in quo ut audio magnum odium pompei suscepistis	TRUE
78721	putat enim suos nummos vos comedisse Caesarem in Nemore aedificando diligentiorem fore	Cic.Att.6.1.25	putat enim suos nummos uos comedisse, Caesarem in Nemore aedificando diligentiorem fore.	pois ele acha que vós comestes o seu próprio dinheiro, que César será mais diligente em edificar no Bosque.	José Dejalma Dezotti	5015	putat enim suos nummos uos comedisse caesarem in nemore aedificando diligentiorem fore	putat enim suos nummos uos comedisse caesarem in nemore aedificando diligentiorem fore	TRUE
78722	haec ego ex Publio Vedio magno nebulone sed Pompei tamen familiari audivi	Cic.Att.6.1.25	Haec ego ex P. Vedio, magno nebulone sed Pompei tamen familiari, audiui.	Essas coisas eu ouvi de Públio Védio, um grande patife, mas amigo íntimo de Pompeu.	José Dejalma Dezotti	5016	haec ego ex publio uedio magno nebulone sed pompei tamen familiari audiui	haec ego ex p uedio magno nebulone sed pompei tamen familiari audiui	FALSE
78723	hic Vedius mihi obviam venit cum duobus essedis et raeda equis iuncta et lectica et familia magna pro qua si Curio legem pertulerit HS centenos pendat necesse est	Cic.Att.6.1.25	Hic Vedius mihi obuiam uenit cum duobus essedis et raeda equis iuncta et lectica et familia magna, pro qua, si Curio legem pertulerit, HS centenos pendat necesse est;	Este Védio veio ao meu encontro com duas carruagens e um carro com cavalos atrelados e uma liteira e uma grande séquito de escravos, pelo qual, se Curião fizer aprovar sua lei, é necessário que pague cem sestércios por cada um;	José Dejalma Dezotti	5017	hic uedius mihi obuiam uenit cum duobus essedis et raeda equis iuncta et lectica et familia magna pro qua si curio legem pertulerit hs centenos pendat necesse est	hic uedius mihi obuiam uenit cum duobus essedis et raeda equis iuncta et lectica et familia magna pro qua si curio legem pertulerit hs centenos pendat necesse est	TRUE
78724	erat praeterea cynocephalus in essedo ne c deerant onagri	Cic.Att.6.1.25	erat praeterea cynocephalus in essedo nec deerant onagri.	havia, além disso, um macaco na carruagem e não faltavam burros selvagens.	José Dejalma Dezotti	5018	erat praeterea cynocephalus in essedo nec deerant onagri	erat praeterea cynocephalus in essedo nec deerant onagri	TRUE
78725	numquam vidi hominem nequiorem	Cic.Att.6.1.25	Numquam uidi hominem nequiorem.	Nunca vi um homem mais sem valor.	José Dejalma Dezotti	5019	numquam uidi hominem nequiorem	numquam uidi hominem nequiorem	TRUE
78726	sed extremum audi	Cic.Att.6.1.25	Sed extremum audi.	Mas escuta o final.	José Dejalma Dezotti	5020	sed extremum audi	sed extremum audi	TRUE
78727	deversatus est Laodiceae apud Pompeium Vindullum	Cic.Att.6.1.25	Deuersatus est Laodiceae apud Pompeium Vindillum;	Em Laodicéia, ele se hospedou na casa de Pompeu Vindilo;	José Dejalma Dezotti	5021	deuersatus est laodiceae apud pompeium uindullum	deuersatus est laodiceae apud pompeium uindillum	FALSE
78728	ibi sua deposuit cum ad me profectus est	Cic.Att.6.1.25	ibi sua deposuit cum ad me profectus est.	ali deixou suas coisas quando veio até mim.	José Dejalma Dezotti	5022	ibi sua deposuit cum ad me profectus est	ibi sua deposuit cum ad me profectus est	TRUE
78729	moritur interim Vindullus	Cic.Att.6.1.25	Moritur interim Vindillus.	Nesse ínterim, morre Vindilo.	José Dejalma Dezotti	5023	moritur interim uindullus	moritur interim uindillus	FALSE
85931	quae res ad Magnum Pompeium pertinere putabatur	Cic.Att.6.1.25	Quod res ad Magnum Pompeium pertinere putabatur,	Como se pensava que coisas dele pertenciam a Pompeu Magno,	José Dejalma Dezotti	5024	quae res ad magnum pompeium pertinere putabatur	quod res ad magnum pompeium pertinere putabatur	FALSE
78730	Gaius Vennonius domum Vindulli venit	Cic.Att.6.1.25	C. Vennonius domum Vindilli uenit.	Caio Venônio veio à casa de Vindilo.	José Dejalma Dezotti	5025	gaius uennonius domum uindulli uenit	c uennonius domum uindilli uenit	FALSE
78731	cum omnia obsignaret in Vedianas res incidit	Cic.Att.6.1.25	Cum omnia obsignaret, in Vedianas res incidit.	Quando punha o selo em tudo, deu com as coisas de Védio.	José Dejalma Dezotti	5026	cum omnia obsignaret in uedianas res incidit	cum omnia obsignaret in uedianas res incidit	TRUE
78732	in his inventae sunt quinque imagunculae matronarum in quibus una sororis amici tui hominis bruti qui hoc utatur et illius lepidi qui haec tam neglegenter ferat	Cic.Att.6.1.25	In his inuentae sunt quinque imagunculae matronarum, in quibus una sororis amici tui, hominis bruti qui hoc utatur, et uxoris illius lepidi qui haec tam neglegenter ferat.	Nestas, foram encontradas cinco pequenos bustos de matronas, nos quais um da irmã de teu amigo, um homem bruto, que se vale deste nome, e o da esposa daquele lépido que leva isso tão negligentemente.	José Dejalma Dezotti	5027	in his inuentae sunt quinque imagunculae matronarum in quibus una sororis amici tui hominis bruti qui hoc utatur et illius lepidi qui haec tam neglegenter ferat	in his inuentae sunt quinque imagunculae matronarum in quibus una sororis amici tui hominis bruti qui hoc utatur et uxoris illius lepidi qui haec tam neglegenter ferat	FALSE
78733	haec te volui παριστορῆσαι	Cic.Att.6.1.25	Haec te uolui παριστορῆσαι;	Quis te *contar* isso;	José Dejalma Dezotti	5028	haec te uolui παριστορσαι	haec te uolui παριστορσαι	TRUE
78734	sumus enim ambo belle curiosi	Cic.Att.6.1.25	sumus enim ambo belle curiosi.	pois somos ambos lindamente curiosos.	José Dejalma Dezotti	5029	sumus enim ambo belle curiosi	sumus enim ambo belle curiosi	TRUE
78735	unum etiam velim cogites	Cic.Att.6.1.26	**26** Vnum etiam uelim cogites.	**26** Eu queria ainda que meditasses uma coisa.	José Dejalma Dezotti	5030	unum etiam uelim cogites	unum etiam uelim cogites	TRUE
78736	audio Appium πρόπυλον Eleusine facere	Cic.Att.6.1.26	Audio Appium πρόπυλον Eleusine facere;	Ouço que Ápio está fazendo um *pórtico* em Elêusis;	José Dejalma Dezotti	5031	audio appium πρπυλον eleusine facere	audio appium πρπυλον eleusine facere	TRUE
78737	num inepti fuerimus si nos quoque Academiae fecerimus	Cic.Att.6.1.26	num inepti fuerimus si nos quoque Academiae fecerimus?	acaso seremos idiotas, se nós fizermos um na Academia?	José Dejalma Dezotti	5032	num inepti fuerimus si nos quoque academiae fecerimus	num inepti fuerimus si nos quoque academiae fecerimus	TRUE
78738	puto	Cic.Att.6.1.26	“Puto”	“Acho”	José Dejalma Dezotti	5033	puto	puto	TRUE
85933	inquies	Cic.Att.6.1.26	inquies.	dirás.	José Dejalma Dezotti	5034	inquies	inquies	TRUE
78739	ergo id ipsum scribes ad me	Cic.Att.6.1.26	Ergo id ipsum scribes ad me.	Então escreves isso mesmo a mim.	José Dejalma Dezotti	5035	ergo id ipsum scribes ad me	ergo id ipsum scribes ad me	TRUE
78740	equidem valde ipsas Athenas amo	Cic.Att.6.1.26	Equidem ualde ipsas Athenas amo;	Na verdade, eu amo demais a própria Atenas;	José Dejalma Dezotti	5036	equidem ualde ipsas athenas amo	equidem ualde ipsas athenas amo	TRUE
78741	volo esse aliquod monumentum	Cic.Att.6.1.26	uolo esse aliquod monumentum,	quero ser algum monumento,	José Dejalma Dezotti	5037	uolo esse aliquod monumentum	uolo esse aliquod monumentum	TRUE
85934	odi falsas inscriptiones statuarum alienarum	Cic.Att.6.1.26	odi falsas inscriptiones statuarum alienarum.	odeio as falsas inscrições das estátuas alheias.	José Dejalma Dezotti	5038	odi falsas inscriptiones statuarum alienarum	odi falsas inscriptiones statuarum alienarum	TRUE
78742	sed ut tibi placebit facies que me in quem diem Romana incidant mysteria certiorem et quo modo hiemaris	Cic.Att.6.1.26	Sed ut tibi placebit, faciesque me in quem diem Romana incidant mysteria certiorem et quo modo hiemaris.	Mas, se te agradar, me informarás em que dia caem os mistérios romanos e como estás passando o inverno.	José Dejalma Dezotti	5039	sed ut tibi placebit faciesque me in quem diem romana incidant mysteria certiorem et quo modo hiemaris	sed ut tibi placebit faciesque me in quem diem romana incidant mysteria certiorem et quo modo hiemaris	TRUE
78743	cura ut valeas	Cic.Att.6.1.26	Cura ut ualeas.	Cuida para que estejas bem de saúde.	José Dejalma Dezotti	5040	cura ut ualeas	cura ut ualeas	TRUE
78744	post Leuctricam pugnam die septingentesimo sexagesimo quinto	Cic.Att.6.1.26	Post Leuctricam pugnam die septingentesimo sexagesimo quinto.	No septingentésimo sexagésimo quinto dia após a batalha de Leuctra.	José Dejalma Dezotti	5041	post leuctricam pugnam die septingentesimo sexagesimo quinto	post leuctricam pugnam die septingentesimo sexagesimo quinto	TRUE
85940	deinde quod de deo cum isto Dicaearcho non minus bene existimabat quam tu de C Vestorio ego de M Cluvio non dubitabat quin ei crederemus	Cic.Att.6.2.3	deinde, quod de isto Dicaearcheo non minus bene existimabat quam tu de C. Vestorio, ego de M. Cluuio, non dubitabat quin ei crederemus.	depois, uma vez que tinha acerca desse Dicearco uma opinião não menos boa do que tu de Caio Vestório, eu, de Marco Clúvio, não hesita em acreditarmos nele.	José Dejalma Dezotti	5042	deinde quod de deo cum isto dicaearcho non minus bene existimabat quam tu de c uestorio ego de m cluuio non dubitabat quin ei crederemus	deinde quod de isto dicaearcheo non minus bene existimabat quam tu de c uestorio ego de m cluuio non dubitabat quin ei crederemus	FALSE
78789	magna autem in spe sum mihi nihil temporis prorogatum iri	Cic.Att.6.2.6	Magna autem in spe sum mihi nihil temporis prorogatum iri.	Estou com grande esperança de que não se prorrogará nenhum minuto.	José Dejalma Dezotti	5043	magna autem in spe sum mihi nihil temporis prorogatum iri	magna autem in spe sum mihi nihil temporis prorogatum iri	TRUE
85948	e quibus intellegebam Curionis nostri constantia omnia potius actum iri quam de provinciis	Cic.Att.6.2.6	e quibus intellegebam Curionis nostri constantia omnia potius actum iri quam de prouinciis.	destas eu entendo que a firmeza de nosso amigo Curião tratará de tudo antes do que o que diz respeito às províncias.	José Dejalma Dezotti	5044	e quibus intellegebam curionis nostri constantia omnia potius actum iri quam de prouinciis	e quibus intellegebam curionis nostri constantia omnia potius actum iri quam de prouinciis	TRUE
78846	etsi nil sane habebam novi quod post accidisset quam dedissem ad te Philogeni liberto tuo litteras tamen cum Philotimum Romam remitterem scribendum aliquid ad te fuit	Cic.Att.6.3.1	**1** Etsi nihil sane habebam noui quod post accidisset quam dedissem ad te Philogeni liberto tuo litteras, tamen cum Philotimum Romam remitterem, scribendum aliquid ad te fuit.	**1** Ainda que eu não tenha nada de novo que tenha acontecido depois que eu tinha entregado ao teu liberto Filógenes a carta para ti, uma vez que mando Filótimo de volta para Roma, tive de te escrever alguma coisa.	José Dejalma Dezotti	5045	etsi nil sane habebam noui quod post accidisset quam dedissem ad te philogeni liberto tuo litteras tamen cum philotimum romam remitterem scribendum aliquid ad te fuit	etsi nihil sane habebam noui quod post accidisset quam dedissem ad te philogeni liberto tuo litteras tamen cum philotimum romam remitterem scribendum aliquid ad te fuit	FALSE
78882	aut Scaptius qui in Cappadocia fuit puto esse satis factum	Cic.Att.6.3.5	†Aut Scaptius† qui in Cappadocia fuit puto esse satis factum.	†Escápcio†, que estava na Capadócia, acho que está satisfeito.	José Dejalma Dezotti	5046	aut scaptius qui in cappadocia fuit puto esse satis factum	aut scaptius qui in cappadocia fuit puto esse satis factum	TRUE
79026	id videbatur approbare quod erat in extremo febriculam tum te habentem scripsisse	Cic.Att.6.9.1	id uidebatur adprobare quod erat in extremo, febriculam tum te habentem scripsisse.	Parecia aprovar isso o que estava no fim, que escreveste então tendo uma febrícula.	José Dejalma Dezotti	5047	id uidebatur approbare quod erat in extremo febriculam tum te habentem scripsisse	id uidebatur adprobare quod erat in extremo febriculam tum te habentem scripsisse	FALSE
79027	sed te amavi tamen admiratus que sum quod nihilo minus ad me tua manu scripsisses	Cic.Att.6.9.1	Sed te amaui tamen admiratusque sum quod nihilo minus ad me tua manu scripsisses.	Contudo apreciei e fiquei contente por teres mesmo assim me escrito com tua própria mão.	José Dejalma Dezotti	5048	sed te amaui tamen admiratusque sum quod nihilo minus ad me tua manu scripsisses	sed te amaui tamen admiratusque sum quod nihilo minus ad me tua manu scripsisses	TRUE
79029	spero enim quae tua prudentia et temperantia est et hercule ut me iubet Acastus confido te iam ut volumus valere	Cic.Att.6.9.1	spero enim, quae tua prudentia et temperantia est, et hercule, ut me iubet Acastus, confido te iam ut uolumus ualere.	pois espero, o que é tua prudência e moderação, e, por hércules, conforme me aconselha Acasto, confio que logo estarás bom como desejamos.	José Dejalma Dezotti	5049	spero enim quae tua prudentia et temperantia est et hercule ut me iubet acastus confido te iam ut uolumus ualere	spero enim quae tua prudentia et temperantia est et hercule ut me iubet acastus confido te iam ut uolumus ualere	TRUE
79030	a Turranio te accepisse meas litteras gaudeo	Cic.Att.6.9.2	**2** A Turranio te accepisse meas litteras gaudeo.	**2** Fico contente que tenhas recebido minha carta das mãos de Turrânio.	José Dejalma Dezotti	5050	a turranio te accepisse meas litteras gaudeo	a turranio te accepisse meas litteras gaudeo	TRUE
79032	hanc quae me hercule mihi magno dolori est dilexi enim hominem procura quantulacumque est Precianam hereditatem prorsus ille ne attingat	Cic.Att.6.9.2	hanc, quae mehercule mihi magno dolori est (dilexi enim hominem), procura, quantulacumque est, Precianam hereditatem; prorsus ille ne attingat.	cuida da herança de Precio, por perquena que seja, a qual, por hércules, me causa grande dor (pois eu estimei o homem); que ele não a toque.	José Dejalma Dezotti	5051	hanc quae me hercule mihi magno dolori est dilexi enim hominem procura quantulacumque est precianam hereditatem prorsus ille ne attingat	hanc quae mehercule mihi magno dolori est dilexi enim hominem procura quantulacumque est precianam hereditatem prorsus ille ne attingat	FALSE
79034	in quo ut praecipis ne c me κενὸν in expetendo cognosces ne c ἄτυφον in abiciendo	Cic.Att.6.9.2	in quo, ut praecipis, nec me κενὸν in expetendo cognosces nec ἄτυφον in abiciendo.	nele, de acordo com teus preceitos, não me reconhecerás como *vaidoso* ao solicitá-lo nem *modesto* ao rechaçá-lo.	José Dejalma Dezotti	5052	in quo ut praecipis nec me κενν in expetendo cognosces nec τυφον in abiciendo	in quo ut praecipis nec me κενν in expetendo cognosces nec τυφον in abiciendo	TRUE
79038	quid erat dubitatione dignum si esset quicquam cur placeret fratrem et talem fratrem relinqui	Cic.Att.6.9.3	quid erat dubitatione dignum, si esset quicquam cur placeret fratrem et talem fratrem relinqui?	o que era digno de dúvida, se havia por que agradava que um irmão e um irmão como o meu fosse deixado no cargo?	José Dejalma Dezotti	5053	quid erat dubitatione dignum si esset quicquam cur placeret fratrem et talem fratrem relinqui	quid erat dubitatione dignum si esset quicquam cur placeret fratrem et talem fratrem relinqui	TRUE
79047	tu mihi ut polliceris de Tulliola mea id est de Dolabella perscribes de re publica quam praevideo in summis periculis de censoribus maxime que de signis tabulis quid fiat referatur ne	Cic.Att.6.9.5	**5** Tu mihi, ut polliceris, de Tulliola mea, id est de Dolabella, perscribes, de re publica, quam prouideo in summis periculis, de censoribus, maximeque de signis, tabulis quid fiat, referaturne.	5 Tu me escreverás detalhadamente, como prometeste, sobre minha Tuliazinha, isto é, sobre Dolabela, sobre a república, que prevejo em extremos perigos, sobre os censores e principalmente sobre as estátuas, quadros, o que acontece, o que se submete à deliberação.	José Dejalma Dezotti	5054	tu mihi ut polliceris de tulliola mea id est de dolabella perscribes de re publica quam praeuideo in summis periculis de censoribus maximeque de signis tabulis quid fiat referatur ne	tu mihi ut polliceris de tulliola mea id est de dolabella perscribes de re publica quam prouideo in summis periculis de censoribus maximeque de signis tabulis quid fiat referaturne	FALSE
79048	Idibus Octobribus has dedi litteras quo die ut scribis Caesar Placentiam legiones IIII	Cic.Att.6.9.5	Id. Oct. has dedi litteras, quo die, ut scribis, Caesar Placentiam legiones IIII.	Entreguei esta carta nos idos de outubro \[15 de outubro\], o dia em que, conforme escreves, César leva quatro legiões à Placência.	José Dejalma Dezotti	5055	idibus octobribus has dedi litteras quo die ut scribis caesar placentiam legiones iiii	id oct has dedi litteras quo die ut scribis caesar placentiam legiones iiii	FALSE
